"original_row","filename","predicted_class","confidence","sign_name"
"3473","03473.png","42","0.97575092","3.5톤 초과 차량 추월 금지 해제"
"3474","03474.png","0","0.96443903","제한속도 20km/h"
"3475","03475.png","1","0.92694569","제한속도 30km/h"
"3476","03476.png","16","0.97759581","3.5톤 초과 차량 통행 금지"
"3477","03477.png","12","0.89631200","우선도로"
"3478","03478.png","11","0.93247062","다음 교차로 우선권"
"3479","03479.png","15","0.89257723","모든 차량 통행 금지"
"3480","03480.png","25","0.91669267","도로 공사"
"3481","03481.png","20","0.97636002","우측 위험 굽은도로"
"3482","03482.png","17","0.92162657","진입 금지"
"3483","03483.png","1","0.89213765","제한속도 30km/h"
"3484","03484.png","4","0.90493977","제한속도 70km/h"
"3485","03485.png","18","0.95748198","일반 위험 주의"
"3486","03486.png","15","0.91135526","모든 차량 통행 금지"
"3487","03487.png","25","0.93998611","도로 공사"
"3488","03488.png","35","0.95941770","직진 지시"
"3489","03489.png","12","0.90733433","우선도로"
"3490","03490.png","11","0.30130589","다음 교차로 우선권"
"3491","03491.png","2","0.91415012","제한속도 50km/h"
"3492","03492.png","18","0.95112664","일반 위험 주의"
"3493","03493.png","24","0.98814559","우측 차로 폭 감소"
"3494","03494.png","25","0.92156041","도로 공사"
"3495","03495.png","18","0.95176834","일반 위험 주의"
"3496","03496.png","7","0.92326421","제한속도 100km/h"
"3497","03497.png","9","0.94147593","추월 금지"
"3498","03498.png","5","0.90464681","제한속도 80km/h"
"3499","03499.png","8","0.94238836","제한속도 120km/h"
"3500","03500.png","2","0.88389170","제한속도 50km/h"
"3501","03501.png","32","0.98141712","모든 속도·추월 제한 해제"
"3502","03502.png","8","0.93521708","제한속도 120km/h"
"3503","03503.png","10","0.87329924","3.5톤 초과 차량 추월 금지"
"3504","03504.png","12","0.91889662","우선도로"
"3505","03505.png","13","0.91310740","양보"
"3506","03506.png","16","0.98358375","3.5톤 초과 차량 통행 금지"
"3507","03507.png","12","0.93289626","우선도로"
"3508","03508.png","14","0.94594085","정지"
"3509","03509.png","38","0.91758794","우측 통행"
"3510","03510.png","4","0.95056063","제한속도 70km/h"
"3511","03511.png","38","0.89273012","우측 통행"
"3512","03512.png","18","0.95669663","일반 위험 주의"
"3513","03513.png","38","0.90958792","우측 통행"
"3514","03514.png","12","0.90040678","우선도로"
"3515","03515.png","7","0.91098040","제한속도 100km/h"
"3516","03516.png","9","0.94774288","추월 금지"
"3517","03517.png","38","0.89968449","우측 통행"
"3518","03518.png","2","0.90822256","제한속도 50km/h"
"3519","03519.png","2","0.87638330","제한속도 50km/h"
"3520","03520.png","2","0.92300338","제한속도 50km/h"
"3521","03521.png","24","0.98703718","우측 차로 폭 감소"
"3522","03522.png","1","0.92779601","제한속도 30km/h"
"3523","03523.png","6","0.96003819","제한속도 80km/h 해제"
"3524","03524.png","1","0.90783411","제한속도 30km/h"
"3525","03525.png","5","0.95256472","제한속도 80km/h"
"3526","03526.png","10","0.90130579","3.5톤 초과 차량 추월 금지"
"3527","03527.png","9","0.93967527","추월 금지"
"3528","03528.png","38","0.92035854","우측 통행"
"3529","03529.png","18","0.93339825","일반 위험 주의"
"3530","03530.png","4","0.89884263","제한속도 70km/h"
"3531","03531.png","4","0.93882388","제한속도 70km/h"
"3532","03532.png","17","0.95219743","진입 금지"
"3533","03533.png","12","0.94093680","우선도로"
"3534","03534.png","1","0.90344101","제한속도 30km/h"
"3535","03535.png","35","0.93505371","직진 지시"
"3536","03536.png","13","0.93295085","양보"
"3537","03537.png","9","0.91738099","추월 금지"
"3538","03538.png","10","0.88331300","3.5톤 초과 차량 추월 금지"
"3539","03539.png","17","0.94427419","진입 금지"
"3540","03540.png","10","0.93524343","3.5톤 초과 차량 추월 금지"
"3541","03541.png","5","0.92356676","제한속도 80km/h"
"3542","03542.png","11","0.90810645","다음 교차로 우선권"
"3543","03543.png","8","0.94808966","제한속도 120km/h"
"3544","03544.png","2","0.89726973","제한속도 50km/h"
"3545","03545.png","13","0.90193230","양보"
"3546","03546.png","14","0.92756844","정지"
"3547","03547.png","11","0.87926543","다음 교차로 우선권"
"3548","03548.png","38","0.91049659","우측 통행"
"3549","03549.png","10","0.90255547","3.5톤 초과 차량 추월 금지"
"3550","03550.png","14","0.90539914","정지"
"3551","03551.png","18","0.95813173","일반 위험 주의"
"3552","03552.png","19","0.98522919","좌측 위험 굽은도로"
"3553","03553.png","32","0.97716516","모든 속도·추월 제한 해제"
"3554","03554.png","8","0.94465011","제한속도 120km/h"
"3555","03555.png","5","0.92968166","제한속도 80km/h"
"3556","03556.png","2","0.90052682","제한속도 50km/h"
"3557","03557.png","12","0.92632741","우선도로"
"3558","03558.png","22","0.95321018","노면 요철"
"3559","03559.png","2","0.93202770","제한속도 50km/h"
"3560","03560.png","17","0.69197482","진입 금지"
"3561","03561.png","6","0.87717187","제한속도 80km/h 해제"
"3562","03562.png","7","0.83777905","제한속도 100km/h"
"3563","03563.png","35","0.93990308","직진 지시"
"3564","03564.png","27","0.86286467","보행자 주의"
"3565","03565.png","9","0.93421531","추월 금지"
"3566","03566.png","5","0.92204756","제한속도 80km/h"
"3567","03567.png","11","0.78999007","다음 교차로 우선권"
"3568","03568.png","13","0.89322013","양보"
"3569","03569.png","13","0.91938555","양보"
"3570","03570.png","13","0.92188007","양보"
"3571","03571.png","11","0.86703330","다음 교차로 우선권"
"3572","03572.png","38","0.89460164","우측 통행"
"3573","03573.png","10","0.90542680","3.5톤 초과 차량 추월 금지"
"3574","03574.png","12","0.93438888","우선도로"
"3575","03575.png","8","0.92764938","제한속도 120km/h"
"3576","03576.png","8","0.93149924","제한속도 120km/h"
"3577","03577.png","8","0.86066610","제한속도 120km/h"
"3578","03578.png","4","0.91495973","제한속도 70km/h"
"3579","03579.png","38","0.89756584","우측 통행"
"3580","03580.png","24","0.92196274","우측 차로 폭 감소"
"3581","03581.png","35","0.94469011","직진 지시"
"3582","03582.png","38","0.92037278","우측 통행"
"3583","03583.png","17","0.94416112","진입 금지"
"3584","03584.png","38","0.91036469","우측 통행"
"3585","03585.png","10","0.93229544","3.5톤 초과 차량 추월 금지"
"3586","03586.png","18","0.94867766","일반 위험 주의"
"3587","03587.png","11","0.92309445","다음 교차로 우선권"
"3588","03588.png","25","0.92382175","도로 공사"
"3589","03589.png","3","0.92136800","제한속도 60km/h"
"3590","03590.png","17","0.94162464","진입 금지"
"3591","03591.png","7","0.92906380","제한속도 100km/h"
"3592","03592.png","35","0.96383536","직진 지시"
"3593","03593.png","41","0.96480912","추월 금지 해제"
"3594","03594.png","14","0.90563977","정지"
"3595","03595.png","3","0.91421747","제한속도 60km/h"
"3596","03596.png","38","0.83922732","우측 통행"
"3597","03597.png","12","0.94925088","우선도로"
"3598","03598.png","20","0.98740035","우측 위험 굽은도로"
"3599","03599.png","38","0.91284758","우측 통행"
"3600","03600.png","6","0.92630309","제한속도 80km/h 해제"
"3601","03601.png","14","0.93175316","정지"
"3602","03602.png","2","0.89248514","제한속도 50km/h"
"3603","03603.png","4","0.92292416","제한속도 70km/h"
"3604","03604.png","2","0.90239161","제한속도 50km/h"
"3605","03605.png","37","0.98613107","직진 또는 좌회전 지시"
"3606","03606.png","12","0.92015743","우선도로"
"3607","03607.png","8","0.93577272","제한속도 120km/h"
"3608","03608.png","9","0.91172057","추월 금지"
"3609","03609.png","38","0.90115273","우측 통행"
"3610","03610.png","12","0.93375027","우선도로"
"3611","03611.png","4","0.91665304","제한속도 70km/h"
"3612","03612.png","38","0.88722271","우측 통행"
"3613","03613.png","9","0.83440602","추월 금지"
"3614","03614.png","35","0.93114871","직진 지시"
"3615","03615.png","4","0.93416578","제한속도 70km/h"
"3616","03616.png","37","0.97532940","직진 또는 좌회전 지시"
"3617","03617.png","21","0.98579246","연속 굽은도로"
"3618","03618.png","10","0.91958249","3.5톤 초과 차량 추월 금지"
"3619","03619.png","2","0.87031955","제한속도 50km/h"
"3620","03620.png","16","0.96663886","3.5톤 초과 차량 통행 금지"
"3621","03621.png","23","0.98600084","미끄러운 도로"
"3622","03622.png","3","0.91052800","제한속도 60km/h"
"3623","03623.png","2","0.88451689","제한속도 50km/h"
"3624","03624.png","11","0.92653757","다음 교차로 우선권"
"3625","03625.png","25","0.94605356","도로 공사"
"3626","03626.png","11","0.94964409","다음 교차로 우선권"
"3627","03627.png","1","0.92166686","제한속도 30km/h"
"3628","03628.png","5","0.93502599","제한속도 80km/h"
"3629","03629.png","1","0.93129635","제한속도 30km/h"
"3630","03630.png","35","0.66747719","직진 지시"
"3631","03631.png","10","0.90620565","3.5톤 초과 차량 추월 금지"
"3632","03632.png","2","0.87175673","제한속도 50km/h"
"3633","03633.png","5","0.79185510","제한속도 80km/h"
"3634","03634.png","1","0.93292689","제한속도 30km/h"
"3635","03635.png","12","0.94937164","우선도로"
"3636","03636.png","7","0.93852586","제한속도 100km/h"
"3637","03637.png","7","0.91451734","제한속도 100km/h"
"3638","03638.png","1","0.90638119","제한속도 30km/h"
"3639","03639.png","38","0.88496572","우측 통행"
"3640","03640.png","17","0.94636142","진입 금지"
"3641","03641.png","10","0.90955919","3.5톤 초과 차량 추월 금지"
"3642","03642.png","10","0.90264428","3.5톤 초과 차량 추월 금지"
"3643","03643.png","18","0.96513599","일반 위험 주의"
"3644","03644.png","17","0.72883856","진입 금지"
"3645","03645.png","1","0.90296054","제한속도 30km/h"
"3646","03646.png","1","0.91349322","제한속도 30km/h"
"3647","03647.png","14","0.94031656","정지"
"3648","03648.png","12","0.92507410","우선도로"
"3649","03649.png","7","0.89894032","제한속도 100km/h"
"3650","03650.png","4","0.91422403","제한속도 70km/h"
"3651","03651.png","14","0.93858647","정지"
"3652","03652.png","17","0.94722813","진입 금지"
"3653","03653.png","38","0.91851807","우측 통행"
"3654","03654.png","3","0.89772904","제한속도 60km/h"
"3655","03655.png","3","0.93731350","제한속도 60km/h"
"3656","03656.png","25","0.91372472","도로 공사"
"3657","03657.png","25","0.94763070","도로 공사"
"3658","03658.png","10","0.89739454","3.5톤 초과 차량 추월 금지"
"3659","03659.png","13","0.92426890","양보"
"3660","03660.png","8","0.70861274","제한속도 120km/h"
"3661","03661.png","2","0.90815049","제한속도 50km/h"
"3662","03662.png","18","0.93294060","일반 위험 주의"
"3663","03663.png","31","0.94968259","야생동물 출현 주의"
"3664","03664.png","14","0.95132035","정지"
"3665","03665.png","26","0.94836491","신호등 주의"
"3666","03666.png","31","0.91246158","야생동물 출현 주의"
"3667","03667.png","14","0.94664484","정지"
"3668","03668.png","14","0.94696403","정지"
"3669","03669.png","9","0.91433930","추월 금지"
"3670","03670.png","35","0.93853658","직진 지시"
"3671","03671.png","3","0.89073074","제한속도 60km/h"
"3672","03672.png","33","0.90620536","우회전 지시"
"3673","03673.png","1","0.88098675","제한속도 30km/h"
"3674","03674.png","14","0.95165128","정지"
"3675","03675.png","25","0.93497378","도로 공사"
"3676","03676.png","2","0.90555823","제한속도 50km/h"
"3677","03677.png","0","0.96288025","제한속도 20km/h"
"3678","03678.png","10","0.89561963","3.5톤 초과 차량 추월 금지"
"3679","03679.png","17","0.94311172","진입 금지"
"3680","03680.png","2","0.90813291","제한속도 50km/h"
"3681","03681.png","25","0.92787540","도로 공사"
"3682","03682.png","13","0.92145443","양보"
"3683","03683.png","4","0.92105246","제한속도 70km/h"
"3684","03684.png","39","0.99326479","좌측 통행"
"3685","03685.png","5","0.93411994","제한속도 80km/h"
"3686","03686.png","31","0.95608246","야생동물 출현 주의"
"3687","03687.png","10","0.90218782","3.5톤 초과 차량 추월 금지"
"3688","03688.png","4","0.91192514","제한속도 70km/h"
"3689","03689.png","4","0.91469836","제한속도 70km/h"
"3690","03690.png","24","0.99030733","우측 차로 폭 감소"
"3691","03691.png","1","0.93754405","제한속도 30km/h"
"3692","03692.png","12","0.92263788","우선도로"
"3693","03693.png","8","0.94868052","제한속도 120km/h"
"3694","03694.png","2","0.72511864","제한속도 50km/h"
"3695","03695.png","41","0.97494566","추월 금지 해제"
"3696","03696.png","4","0.93199611","제한속도 70km/h"
"3697","03697.png","12","0.93616194","우선도로"
"3698","03698.png","12","0.91933167","우선도로"
"3699","03699.png","10","0.90807706","3.5톤 초과 차량 추월 금지"
"3700","03700.png","35","0.73557431","직진 지시"
"3701","03701.png","21","0.98040879","연속 굽은도로"
"3702","03702.png","22","0.94723028","노면 요철"
"3703","03703.png","2","0.91642922","제한속도 50km/h"
"3704","03704.png","40","0.27622283","회전교차로"
"3705","03705.png","6","0.96474034","제한속도 80km/h 해제"
"3706","03706.png","35","0.92644733","직진 지시"
"3707","03707.png","3","0.92894185","제한속도 60km/h"
"3708","03708.png","14","0.95468867","정지"
"3709","03709.png","2","0.91973394","제한속도 50km/h"
"3710","03710.png","17","0.92409414","진입 금지"
"3711","03711.png","2","0.89695776","제한속도 50km/h"
"3712","03712.png","17","0.93664306","진입 금지"
"3713","03713.png","11","0.71748894","다음 교차로 우선권"
"3714","03714.png","19","0.98941982","좌측 위험 굽은도로"
"3715","03715.png","33","0.92916423","우회전 지시"
"3716","03716.png","2","0.88822150","제한속도 50km/h"
"3717","03717.png","4","0.92121333","제한속도 70km/h"
"3718","03718.png","33","0.94934362","우회전 지시"
"3719","03719.png","28","0.92973745","어린이 보호"
"3720","03720.png","41","0.98331958","추월 금지 해제"
"3721","03721.png","6","0.96768981","제한속도 80km/h 해제"
"3722","03722.png","28","0.97047281","어린이 보호"
"3723","03723.png","38","0.81820351","우측 통행"
"3724","03724.png","38","0.58953035","우측 통행"
"3725","03725.png","11","0.94794530","다음 교차로 우선권"
"3726","03726.png","7","0.92893744","제한속도 100km/h"
"3727","03727.png","26","0.93794787","신호등 주의"
"3728","03728.png","18","0.92809677","일반 위험 주의"
"3729","03729.png","10","0.90823418","3.5톤 초과 차량 추월 금지"
"3730","03730.png","25","0.91380495","도로 공사"
"3731","03731.png","13","0.92988181","양보"
"3732","03732.png","3","0.87234443","제한속도 60km/h"
"3733","03733.png","11","0.92523307","다음 교차로 우선권"
"3734","03734.png","38","0.93509394","우측 통행"
"3735","03735.png","35","0.92861682","직진 지시"
"3736","03736.png","17","0.94200009","진입 금지"
"3737","03737.png","22","0.97762167","노면 요철"
"3738","03738.png","31","0.92279857","야생동물 출현 주의"
"3739","03739.png","31","0.97392750","야생동물 출현 주의"
"3740","03740.png","11","0.94259506","다음 교차로 우선권"
"3741","03741.png","25","0.93956667","도로 공사"
"3742","03742.png","25","0.91502571","도로 공사"
"3743","03743.png","31","0.92746055","야생동물 출현 주의"
"3744","03744.png","12","0.69973117","우선도로"
"3745","03745.png","30","0.98659456","빙판·눈길 주의"
"3746","03746.png","28","0.94233841","어린이 보호"
"3747","03747.png","12","0.93514937","우선도로"
"3748","03748.png","12","0.94755495","우선도로"
"3749","03749.png","31","0.92481905","야생동물 출현 주의"
"3750","03750.png","35","0.96118307","직진 지시"
"3751","03751.png","34","0.93244004","좌회전 지시"
"3752","03752.png","31","0.44988376","야생동물 출현 주의"
"3753","03753.png","29","0.97150820","자전거 횡단 주의"
"3754","03754.png","10","0.92381889","3.5톤 초과 차량 추월 금지"
"3755","03755.png","9","0.94774085","추월 금지"
"3756","03756.png","13","0.91623092","양보"
"3757","03757.png","31","0.95347583","야생동물 출현 주의"
"3758","03758.png","10","0.89969236","3.5톤 초과 차량 추월 금지"
"3759","03759.png","1","0.93374282","제한속도 30km/h"
"3760","03760.png","10","0.89306378","3.5톤 초과 차량 추월 금지"
"3761","03761.png","6","0.93350089","제한속도 80km/h 해제"
"3762","03762.png","11","0.92528784","다음 교차로 우선권"
"3763","03763.png","13","0.91407740","양보"
"3764","03764.png","38","0.91186100","우측 통행"
"3765","03765.png","4","0.93113852","제한속도 70km/h"
"3766","03766.png","13","0.91677994","양보"
"3767","03767.png","13","0.94540226","양보"
"3768","03768.png","7","0.91352481","제한속도 100km/h"
"3769","03769.png","1","0.90086150","제한속도 30km/h"
"3770","03770.png","18","0.94355685","일반 위험 주의"
"3771","03771.png","7","0.94977087","제한속도 100km/h"
"3772","03772.png","1","0.91550273","제한속도 30km/h"
"3773","03773.png","2","0.90686321","제한속도 50km/h"
"3774","03774.png","31","0.93508333","야생동물 출현 주의"
"3775","03775.png","11","0.93808246","다음 교차로 우선권"
"3776","03776.png","0","0.90620124","제한속도 20km/h"
"3777","03777.png","11","0.78154320","다음 교차로 우선권"
"3778","03778.png","25","0.82389015","도로 공사"
"3779","03779.png","0","0.90640569","제한속도 20km/h"
"3780","03780.png","25","0.91252017","도로 공사"
"3781","03781.png","18","0.94620055","일반 위험 주의"
"3782","03782.png","30","0.98715752","빙판·눈길 주의"
"3783","03783.png","23","0.86078429","미끄러운 도로"
"3784","03784.png","1","0.87193316","제한속도 30km/h"
"3785","03785.png","1","0.91648346","제한속도 30km/h"
"3786","03786.png","25","0.93231833","도로 공사"
"3787","03787.png","13","0.86902356","양보"
"3788","03788.png","10","0.88692111","3.5톤 초과 차량 추월 금지"
"3789","03789.png","37","0.99027646","직진 또는 좌회전 지시"
"3790","03790.png","15","0.91921490","모든 차량 통행 금지"
"3791","03791.png","5","0.92957354","제한속도 80km/h"
"3792","03792.png","11","0.94610417","다음 교차로 우선권"
"3793","03793.png","12","0.66839069","우선도로"
"3794","03794.png","9","0.91018844","추월 금지"
"3795","03795.png","11","0.91075629","다음 교차로 우선권"
"3796","03796.png","2","0.86450362","제한속도 50km/h"
"3797","03797.png","2","0.86520934","제한속도 50km/h"
"3798","03798.png","13","0.91565073","양보"
"3799","03799.png","31","0.47644290","야생동물 출현 주의"
"3800","03800.png","25","0.92746991","도로 공사"
"3801","03801.png","9","0.58201540","추월 금지"
"3802","03802.png","5","0.91869372","제한속도 80km/h"
"3803","03803.png","13","0.92020971","양보"
"3804","03804.png","20","0.86158955","우측 위험 굽은도로"
"3805","03805.png","3","0.93258351","제한속도 60km/h"
"3806","03806.png","11","0.91445035","다음 교차로 우선권"
"3807","03807.png","10","0.90884572","3.5톤 초과 차량 추월 금지"
"3808","03808.png","10","0.90339363","3.5톤 초과 차량 추월 금지"
"3809","03809.png","14","0.95349234","정지"
"3810","03810.png","1","0.89938933","제한속도 30km/h"
"3811","03811.png","25","0.93802685","도로 공사"
"3812","03812.png","3","0.92035085","제한속도 60km/h"
"3813","03813.png","10","0.90445065","3.5톤 초과 차량 추월 금지"
"3814","03814.png","13","0.89738166","양보"
"3815","03815.png","33","0.38661629","우회전 지시"
"3816","03816.png","18","0.94807732","일반 위험 주의"
"3817","03817.png","18","0.93986678","일반 위험 주의"
"3818","03818.png","10","0.88284427","3.5톤 초과 차량 추월 금지"
"3819","03819.png","4","0.87363499","제한속도 70km/h"
"3820","03820.png","26","0.96313274","신호등 주의"
"3821","03821.png","28","0.98222601","어린이 보호"
"3822","03822.png","15","0.93714261","모든 차량 통행 금지"
"3823","03823.png","17","0.93727398","진입 금지"
"3824","03824.png","17","0.96038914","진입 금지"
"3825","03825.png","14","0.94225788","정지"
"3826","03826.png","35","0.94406039","직진 지시"
"3827","03827.png","12","0.91763681","우선도로"
"3828","03828.png","7","0.84490651","제한속도 100km/h"
"3829","03829.png","38","0.92250204","우측 통행"
"3830","03830.png","1","0.92704523","제한속도 30km/h"
"3831","03831.png","1","0.95618916","제한속도 30km/h"
"3832","03832.png","41","0.97934794","추월 금지 해제"
"3833","03833.png","7","0.89555460","제한속도 100km/h"
"3834","03834.png","5","0.64812452","제한속도 80km/h"
"3835","03835.png","19","0.73571360","좌측 위험 굽은도로"
"3836","03836.png","1","0.91581410","제한속도 30km/h"
"3837","03837.png","6","0.96391267","제한속도 80km/h 해제"
"3838","03838.png","2","0.89782953","제한속도 50km/h"
"3839","03839.png","2","0.89321810","제한속도 50km/h"
"3840","03840.png","30","0.72376561","빙판·눈길 주의"
"3841","03841.png","11","0.93479604","다음 교차로 우선권"
"3842","03842.png","12","0.89341563","우선도로"
"3843","03843.png","1","0.80679208","제한속도 30km/h"
"3844","03844.png","13","0.90774113","양보"
"3845","03845.png","35","0.93461895","직진 지시"
"3846","03846.png","15","0.89493728","모든 차량 통행 금지"
"3847","03847.png","25","0.94422197","도로 공사"
"3848","03848.png","10","0.92495978","3.5톤 초과 차량 추월 금지"
"3849","03849.png","38","0.89009172","우측 통행"
"3850","03850.png","5","0.95284659","제한속도 80km/h"
"3851","03851.png","28","0.98604834","어린이 보호"
"3852","03852.png","9","0.94283694","추월 금지"
"3853","03853.png","34","0.97359008","좌회전 지시"
"3854","03854.png","1","0.89949507","제한속도 30km/h"
"3855","03855.png","38","0.91513652","우측 통행"
"3856","03856.png","9","0.94833875","추월 금지"
"3857","03857.png","5","0.79715645","제한속도 80km/h"
"3858","03858.png","4","0.83882684","제한속도 70km/h"
"3859","03859.png","16","0.98005831","3.5톤 초과 차량 통행 금지"
"3860","03860.png","25","0.93623555","도로 공사"
"3861","03861.png","23","0.97231489","미끄러운 도로"
"3862","03862.png","10","0.90686929","3.5톤 초과 차량 추월 금지"
"3863","03863.png","0","0.91651511","제한속도 20km/h"
"3864","03864.png","39","0.98702544","좌측 통행"
"3865","03865.png","12","0.92819083","우선도로"
"3866","03866.png","10","0.89805740","3.5톤 초과 차량 추월 금지"
"3867","03867.png","41","0.97581857","추월 금지 해제"
"3868","03868.png","25","0.92713070","도로 공사"
"3869","03869.png","33","0.91860271","우회전 지시"
"3870","03870.png","15","0.90924078","모든 차량 통행 금지"
"3871","03871.png","33","0.96225148","우회전 지시"
"3872","03872.png","25","0.93669283","도로 공사"
"3873","03873.png","27","0.98617065","보행자 주의"
"3874","03874.png","7","0.93370712","제한속도 100km/h"
"3875","03875.png","13","0.91186446","양보"
"3876","03876.png","11","0.90750033","다음 교차로 우선권"
"3877","03877.png","1","0.90631855","제한속도 30km/h"
"3878","03878.png","1","0.89832729","제한속도 30km/h"
"3879","03879.png","7","0.93984097","제한속도 100km/h"
"3880","03880.png","28","0.98600775","어린이 보호"
"3881","03881.png","17","0.94855118","진입 금지"
"3882","03882.png","12","0.89790082","우선도로"
"3883","03883.png","7","0.91828424","제한속도 100km/h"
"3884","03884.png","12","0.91241860","우선도로"
"3885","03885.png","31","0.92205000","야생동물 출현 주의"
"3886","03886.png","5","0.90727329","제한속도 80km/h"
"3887","03887.png","38","0.90907383","우측 통행"
"3888","03888.png","13","0.90688026","양보"
"3889","03889.png","24","0.98894602","우측 차로 폭 감소"
"3890","03890.png","13","0.91051537","양보"
"3891","03891.png","14","0.92186296","정지"
"3892","03892.png","10","0.89419824","3.5톤 초과 차량 추월 금지"
"3893","03893.png","1","0.89013433","제한속도 30km/h"
"3894","03894.png","25","0.88022411","도로 공사"
"3895","03895.png","5","0.92448348","제한속도 80km/h"
"3896","03896.png","22","0.76849693","노면 요철"
"3897","03897.png","1","0.93487996","제한속도 30km/h"
"3898","03898.png","15","0.94952404","모든 차량 통행 금지"
"3899","03899.png","8","0.92455077","제한속도 120km/h"
"3900","03900.png","1","0.90953404","제한속도 30km/h"
"3901","03901.png","25","0.94329494","도로 공사"
"3902","03902.png","13","0.91744047","양보"
"3903","03903.png","12","0.40461525","우선도로"
"3904","03904.png","28","0.83540982","어린이 보호"
"3905","03905.png","41","0.97751427","추월 금지 해제"
"3906","03906.png","38","0.88233793","우측 통행"
"3907","03907.png","17","0.91527003","진입 금지"
"3908","03908.png","7","0.95158488","제한속도 100km/h"
"3909","03909.png","33","0.93613368","우회전 지시"
"3910","03910.png","38","0.93046653","우측 통행"
"3911","03911.png","3","0.93668753","제한속도 60km/h"
"3912","03912.png","28","0.98238039","어린이 보호"
"3913","03913.png","35","0.94302434","직진 지시"
"3914","03914.png","4","0.90833628","제한속도 70km/h"
"3915","03915.png","4","0.93519306","제한속도 70km/h"
"3916","03916.png","2","0.90805948","제한속도 50km/h"
"3917","03917.png","31","0.94799095","야생동물 출현 주의"
"3918","03918.png","16","0.98995286","3.5톤 초과 차량 통행 금지"
"3919","03919.png","12","0.92889005","우선도로"
"3920","03920.png","12","0.91681939","우선도로"
"3921","03921.png","12","0.93241864","우선도로"
"3922","03922.png","0","0.93643039","제한속도 20km/h"
"3923","03923.png","2","0.87495524","제한속도 50km/h"
"3924","03924.png","9","0.91616827","추월 금지"
"3925","03925.png","4","0.92692417","제한속도 70km/h"
"3926","03926.png","20","0.87143886","우측 위험 굽은도로"
"3927","03927.png","31","0.92459816","야생동물 출현 주의"
"3928","03928.png","7","0.93062109","제한속도 100km/h"
"3929","03929.png","4","0.93284231","제한속도 70km/h"
"3930","03930.png","8","0.89526212","제한속도 120km/h"
"3931","03931.png","9","0.89513004","추월 금지"
"3932","03932.png","35","0.94418842","직진 지시"
"3933","03933.png","13","0.76976603","양보"
"3934","03934.png","9","0.90633649","추월 금지"
"3935","03935.png","38","0.87104470","우측 통행"
"3936","03936.png","12","0.90670627","우선도로"
"3937","03937.png","7","0.92871338","제한속도 100km/h"
"3938","03938.png","32","0.96811777","모든 속도·추월 제한 해제"
"3939","03939.png","9","0.96129501","추월 금지"
"3940","03940.png","11","0.91416085","다음 교차로 우선권"
"3941","03941.png","7","0.93257570","제한속도 100km/h"
"3942","03942.png","5","0.90319920","제한속도 80km/h"
"3943","03943.png","13","0.90889055","양보"
"3944","03944.png","7","0.92595184","제한속도 100km/h"
"3945","03945.png","12","0.93799609","우선도로"
"3946","03946.png","11","0.93405700","다음 교차로 우선권"
"3947","03947.png","1","0.91815406","제한속도 30km/h"
"3948","03948.png","25","0.93453515","도로 공사"
"3949","03949.png","12","0.93709642","우선도로"
"3950","03950.png","4","0.93221694","제한속도 70km/h"
"3951","03951.png","17","0.94708985","진입 금지"
"3952","03952.png","6","0.96731693","제한속도 80km/h 해제"
"3953","03953.png","38","0.89964044","우측 통행"
"3954","03954.png","38","0.90991366","우측 통행"
"3955","03955.png","12","0.90756845","우선도로"
"3956","03956.png","31","0.92964727","야생동물 출현 주의"
"3957","03957.png","6","0.92414331","제한속도 80km/h 해제"
"3958","03958.png","22","0.94284689","노면 요철"
"3959","03959.png","4","0.92225903","제한속도 70km/h"
"3960","03960.png","31","0.85599065","야생동물 출현 주의"
"3961","03961.png","15","0.93415713","모든 차량 통행 금지"
"3962","03962.png","1","0.93276143","제한속도 30km/h"
"3963","03963.png","8","0.93649685","제한속도 120km/h"
"3964","03964.png","40","0.95469421","회전교차로"
"3965","03965.png","26","0.97815406","신호등 주의"
"3966","03966.png","9","0.92639112","추월 금지"
"3967","03967.png","3","0.92001402","제한속도 60km/h"
"3968","03968.png","40","0.95087880","회전교차로"
"3969","03969.png","13","0.91920805","양보"
"3970","03970.png","8","0.94295245","제한속도 120km/h"
"3971","03971.png","34","0.95552266","좌회전 지시"
"3972","03972.png","17","0.94445038","진입 금지"
"3973","03973.png","36","0.98193467","직진 또는 우회전 지시"
"3974","03974.png","12","0.94892305","우선도로"
"3975","03975.png","40","0.92905444","회전교차로"
"3976","03976.png","38","0.91655695","우측 통행"
"3977","03977.png","4","0.93813384","제한속도 70km/h"
"3978","03978.png","31","0.95318776","야생동물 출현 주의"
"3979","03979.png","35","0.92657667","직진 지시"
"3980","03980.png","31","0.93431199","야생동물 출현 주의"
"3981","03981.png","18","0.88400704","일반 위험 주의"
"3982","03982.png","13","0.92972094","양보"
"3983","03983.png","25","0.94101644","도로 공사"
"3984","03984.png","1","0.85858387","제한속도 30km/h"
"3985","03985.png","1","0.84628361","제한속도 30km/h"
"3986","03986.png","17","0.96618050","진입 금지"
"3987","03987.png","31","0.94308072","야생동물 출현 주의"
"3988","03988.png","16","0.96400738","3.5톤 초과 차량 통행 금지"
"3989","03989.png","10","0.91617948","3.5톤 초과 차량 추월 금지"
"3990","03990.png","12","0.91456175","우선도로"
"3991","03991.png","42","0.95463043","3.5톤 초과 차량 추월 금지 해제"
"3992","03992.png","9","0.90229183","추월 금지"
