original_row,filename,predicted_class,confidence
4180,04180.png,0,0.91048187
4181,04181.png,8,0.94596761
4182,04182.png,31,0.93489861
4183,04183.png,4,0.92891109
4184,04184.png,41,0.98245025
4185,04185.png,21,0.98202765
4186,04186.png,20,0.97841197
4187,04187.png,25,0.90134174
4188,04188.png,14,0.94243085
4189,04189.png,1,0.90368062
4190,04190.png,11,0.91701156
4191,04191.png,21,0.97049540
4192,04192.png,11,0.92817354
4193,04193.png,18,0.94634002
4194,04194.png,10,0.90075541
4195,04195.png,5,0.89366233
4196,04196.png,12,0.91655487
4197,04197.png,13,0.88266665
4198,04198.png,31,0.94845837
4199,04199.png,12,0.94764119
4200,04200.png,2,0.90905631
4201,04201.png,12,0.90281337
4202,04202.png,13,0.89822656
4203,04203.png,16,0.98675215
4204,04204.png,3,0.89767879
4205,04205.png,2,0.88954389
4206,04206.png,10,0.89887577
4207,04207.png,5,0.93523967
4208,04208.png,31,0.94660592
4209,04209.png,12,0.88403267
4210,04210.png,14,0.94882625
4211,04211.png,17,0.91692883
4212,04212.png,17,0.94649506
4213,04213.png,13,0.92177796
4214,04214.png,17,0.94923007
4215,04215.png,16,0.97650778
4216,04216.png,31,0.95092946
4217,04217.png,11,0.88591921
4218,04218.png,26,0.97356254
4219,04219.png,12,0.21975993
4220,04220.png,13,0.91420043
4221,04221.png,7,0.93851233
4222,04222.png,13,0.91026241
4223,04223.png,2,0.88857603
4224,04224.png,18,0.93756574
4225,04225.png,8,0.89533418
4226,04226.png,7,0.93820381
4227,04227.png,1,0.92997110
4228,04228.png,9,0.91224855
4229,04229.png,38,0.91065228
4230,04230.png,9,0.92700088
4231,04231.png,13,0.88822234
4232,04232.png,13,0.90218449
4233,04233.png,1,0.92732847
4234,04234.png,1,0.92101312
4235,04235.png,8,0.91468775
4236,04236.png,2,0.63945109
4237,04237.png,8,0.92674303
4238,04238.png,13,0.90581059
4239,04239.png,38,0.90701187
4240,04240.png,7,0.90636200
4241,04241.png,18,0.94195408
4242,04242.png,2,0.90443438
4243,04243.png,14,0.94334143
4244,04244.png,38,0.92320955
4245,04245.png,7,0.69895244
4246,04246.png,38,0.91978294
4247,04247.png,12,0.88742870
4248,04248.png,25,0.94835418
4249,04249.png,5,0.92874473
4250,04250.png,25,0.91412020
4251,04251.png,11,0.94067115
4252,04252.png,18,0.94146538
4253,04253.png,5,0.94649410
4254,04254.png,14,0.96054375
4255,04255.png,12,0.90754193
4256,04256.png,13,0.92931062
4257,04257.png,5,0.72507232
4258,04258.png,13,0.91947353
4259,04259.png,9,0.92936146
4260,04260.png,11,0.90394658
4261,04261.png,25,0.90390480
4262,04262.png,7,0.92374927
4263,04263.png,12,0.91811597
4264,04264.png,35,0.93546665
4265,04265.png,15,0.94638991
4266,04266.png,1,0.91418540
4267,04267.png,3,0.95375204
4268,04268.png,31,0.93114138
4269,04269.png,17,0.83159095
4270,04270.png,13,0.88604200
4271,04271.png,6,0.45014158
4272,04272.png,8,0.92153066
4273,04273.png,25,0.93442571
4274,04274.png,4,0.92045951
4275,04275.png,38,0.90889370
4276,04276.png,18,0.94442481
4277,04277.png,10,0.90391159
4278,04278.png,36,0.97530341
4279,04279.png,17,0.84118855
4280,04280.png,13,0.92586690
4281,04281.png,8,0.89004970
4282,04282.png,12,0.94856852
4283,04283.png,4,0.98335487
4284,04284.png,1,0.88185912
4285,04285.png,2,0.79698938
4286,04286.png,5,0.90820962
4287,04287.png,17,0.95759851
4288,04288.png,9,0.93032885
4289,04289.png,25,0.90248191
4290,04290.png,29,0.96498215
4291,04291.png,35,0.92581993
4292,04292.png,29,0.94587332
4293,04293.png,35,0.92308229
4294,04294.png,15,0.94914126
4295,04295.png,2,0.90205675
4296,04296.png,35,0.94273990
4297,04297.png,11,0.92406350
4298,04298.png,28,0.99114823
4299,04299.png,26,0.96550602
4300,04300.png,23,0.92099750
4301,04301.png,3,0.89108509
4302,04302.png,35,0.93760210
4303,04303.png,25,0.92568851
4304,04304.png,38,0.91095400
4305,04305.png,1,0.91355735
4306,04306.png,18,0.16271038
4307,04307.png,9,0.94446194
4308,04308.png,11,0.91940379
4309,04309.png,7,0.93794191
4310,04310.png,9,0.91662008
4311,04311.png,38,0.92077416
4312,04312.png,20,0.93377751
4313,04313.png,39,0.98927933
4314,04314.png,26,0.95944941
4315,04315.png,13,0.93384653
4316,04316.png,42,0.97114211
4317,04317.png,11,0.88966817
4318,04318.png,12,0.90263796
4319,04319.png,38,0.90628868
4320,04320.png,7,0.91833395
4321,04321.png,3,0.90391326
4322,04322.png,10,0.90325296
4323,04323.png,8,0.94578701
4324,04324.png,35,0.94865918
4325,04325.png,4,0.90947706
4326,04326.png,5,0.91152722
4327,04327.png,5,0.94980860
4328,04328.png,9,0.89606804
4329,04329.png,35,0.94066131
4330,04330.png,31,0.94179147
4331,04331.png,24,0.98979133
4332,04332.png,0,0.91217417
4333,04333.png,0,0.83435577
4334,04334.png,8,0.91745132
4335,04335.png,41,0.97127390
4336,04336.png,1,0.90477568
4337,04337.png,1,0.90447134
4338,04338.png,4,0.93043143
4339,04339.png,7,0.93329513
4340,04340.png,25,0.93221259
4341,04341.png,12,0.72083467
4342,04342.png,33,0.93891907
4343,04343.png,14,0.95584279
4344,04344.png,2,0.88314384
4345,04345.png,15,0.92290658
4346,04346.png,9,0.93201381
4347,04347.png,12,0.90506065
4348,04348.png,1,0.89644581
4349,04349.png,11,0.93846864
4350,04350.png,33,0.94789970
4351,04351.png,4,0.91943693
4352,04352.png,1,0.90244752
4353,04353.png,18,0.95442617
4354,04354.png,13,0.91284925
4355,04355.png,12,0.91312993
4356,04356.png,13,0.90135133
4357,04357.png,2,0.86925727
4358,04358.png,13,0.88126999
4359,04359.png,10,0.89872187
4360,04360.png,36,0.97744298
4361,04361.png,10,0.90427214
4362,04362.png,38,0.89549536
4363,04363.png,3,0.88251203
4364,04364.png,11,0.89860809
4365,04365.png,38,0.89685750
4366,04366.png,15,0.93885148
4367,04367.png,30,0.96512860
4368,04368.png,18,0.93768793
4369,04369.png,35,0.93790728
4370,04370.png,5,0.91956079
4371,04371.png,9,0.94901550
4372,04372.png,18,0.95261317
4373,04373.png,8,0.91694289
4374,04374.png,12,0.91827375
4375,04375.png,15,0.92950553
4376,04376.png,5,0.91188759
4377,04377.png,1,0.58365709
4378,04378.png,35,0.88068914
4379,04379.png,4,0.90776920
4380,04380.png,25,0.93013483
4381,04381.png,5,0.89905310
4382,04382.png,2,0.91370660
4383,04383.png,11,0.86110908
4384,04384.png,12,0.50926167
4385,04385.png,8,0.95211864
4386,04386.png,1,0.91288698
4387,04387.png,1,0.92098129
4388,04388.png,4,0.92886913
4389,04389.png,4,0.89877582
4390,04390.png,9,0.91925657
4391,04391.png,17,0.93895710
4392,04392.png,4,0.93047696
4393,04393.png,10,0.91635591
4394,04394.png,17,0.93817657
4395,04395.png,38,0.92137188
4396,04396.png,2,0.89404684
4397,04397.png,2,0.87955379
4398,04398.png,39,0.99392033
4399,04399.png,1,0.90270722
4400,04400.png,21,0.92781806
4401,04401.png,15,0.94838935
4402,04402.png,10,0.90970993
4403,04403.png,4,0.91917408
4404,04404.png,3,0.90080231
4405,04405.png,13,0.90441525
4406,04406.png,5,0.91611236
4407,04407.png,9,0.92251402
4408,04408.png,3,0.92608619
4409,04409.png,18,0.93244207
4410,04410.png,6,0.91863465
4411,04411.png,7,0.91927201
4412,04412.png,12,0.92192036
4413,04413.png,42,0.78527546
4414,04414.png,19,0.99510193
4415,04415.png,11,0.94732702
4416,04416.png,17,0.93737781
4417,04417.png,1,0.89177537
4418,04418.png,33,0.91219926
4419,04419.png,8,0.92918265
4420,04420.png,31,0.94702357
4421,04421.png,31,0.94206315
4422,04422.png,5,0.72584349
4423,04423.png,1,0.90236896
4424,04424.png,12,0.90319335
4425,04425.png,28,0.98864251
4426,04426.png,5,0.92351419
4427,04427.png,12,0.94552201
4428,04428.png,8,0.92650408
4429,04429.png,19,0.88797969
4430,04430.png,10,0.89421725
4431,04431.png,10,0.89977646
4432,04432.png,8,0.94372690
4433,04433.png,8,0.92905927
4434,04434.png,0,0.86146158
4435,04435.png,5,0.90958387
4436,04436.png,7,0.93009186
4437,04437.png,20,0.98523039
4438,04438.png,33,0.95060843
4439,04439.png,10,0.86648905
4440,04440.png,5,0.91575301
4441,04441.png,12,0.90581727
4442,04442.png,38,0.91148806
4443,04443.png,21,0.96847165
4444,04444.png,2,0.88746965
4445,04445.png,7,0.94144517
4446,04446.png,5,0.94099206
4447,04447.png,2,0.89073789
4448,04448.png,17,0.93607700
4449,04449.png,3,0.74477261
4450,04450.png,17,0.95590669
4451,04451.png,12,0.90454602
4452,04452.png,31,0.94583142
4453,04453.png,25,0.88561630
4454,04454.png,18,0.93808591
4455,04455.png,2,0.86725312
4456,04456.png,27,0.76770884
4457,04457.png,3,0.92102641
4458,04458.png,37,0.98690003
4459,04459.png,9,0.91599840
4460,04460.png,38,0.85861814
4461,04461.png,5,0.94164324
4462,04462.png,38,0.90479434
4463,04463.png,8,0.88366735
4464,04464.png,13,0.87777770
4465,04465.png,10,0.89979166
4466,04466.png,14,0.95615906
4467,04467.png,12,0.88408399
4468,04468.png,17,0.94260842
4469,04469.png,31,0.94691014
4470,04470.png,26,0.97321081
4471,04471.png,33,0.91007757
4472,04472.png,38,0.89963251
4473,04473.png,17,0.94690746
4474,04474.png,12,0.92117375
4475,04475.png,2,0.87963724
4476,04476.png,2,0.89811569
4477,04477.png,13,0.94338691
4478,04478.png,1,0.89061111
4479,04479.png,21,0.97612816
4480,04480.png,2,0.92180985
4481,04481.png,10,0.89264137
4482,04482.png,9,0.91610593
4483,04483.png,33,0.88982689
4484,04484.png,5,0.89633965
4485,04485.png,13,0.92166585
4486,04486.png,1,0.91388857
4487,04487.png,4,0.92758667
4488,04488.png,8,0.93605995
4489,04489.png,2,0.90750462
4490,04490.png,36,0.97631127
4491,04491.png,12,0.92403269
4492,04492.png,40,0.39245236
4493,04493.png,4,0.91401881
4494,04494.png,34,0.97450453
4495,04495.png,12,0.89529997
4496,04496.png,42,0.97569740
4497,04497.png,5,0.91110414
4498,04498.png,2,0.90792185
4499,04499.png,1,0.88988125
4500,04500.png,22,0.94482106
4501,04501.png,25,0.94715971
4502,04502.png,28,0.96089065
4503,04503.png,3,0.92458266
4504,04504.png,0,0.89521331
4505,04505.png,2,0.90321493
4506,04506.png,2,0.86347318
4507,04507.png,17,0.95432073
4508,04508.png,12,0.93049067
4509,04509.png,30,0.95505446
4510,04510.png,31,0.93400466
4511,04511.png,30,0.68916219
4512,04512.png,0,0.92913616
4513,04513.png,1,0.91882193
4514,04514.png,35,0.94758821
4515,04515.png,40,0.94129866
4516,04516.png,2,0.88746440
4517,04517.png,10,0.91626304
4518,04518.png,10,0.90114683
4519,04519.png,7,0.92377329
4520,04520.png,9,0.90452224
4521,04521.png,4,0.91962814
4522,04522.png,34,0.96125984
4523,04523.png,5,0.90199727
4524,04524.png,7,0.90983671
4525,04525.png,30,0.97473043
4526,04526.png,12,0.92723697
4527,04527.png,13,0.86362153
4528,04528.png,35,0.94557232
4529,04529.png,28,0.98049486
4530,04530.png,12,0.90369642
4531,04531.png,35,0.94393790
4532,04532.png,10,0.94655222
4533,04533.png,12,0.91419822
4534,04534.png,8,0.94706070
4535,04535.png,18,0.94561952
4536,04536.png,5,0.94167370
4537,04537.png,1,0.90801364
4538,04538.png,5,0.91373610
4539,04539.png,1,0.94120646
4540,04540.png,2,0.90239179
4541,04541.png,2,0.89874047
4542,04542.png,12,0.93190241
4543,04543.png,3,0.95872927
4544,04544.png,7,0.93089765
4545,04545.png,16,0.97654891
4546,04546.png,2,0.89218336
4547,04547.png,7,0.92754978
4548,04548.png,14,0.93589818
4549,04549.png,18,0.88814569
4550,04550.png,38,0.90488148
4551,04551.png,25,0.93024284
4552,04552.png,2,0.88132042
4553,04553.png,18,0.94683951
4554,04554.png,9,0.91772783
4555,04555.png,36,0.97406942
4556,04556.png,9,0.93219745
4557,04557.png,25,0.94691420
4558,04558.png,5,0.90752739
4559,04559.png,5,0.91835308
4560,04560.png,2,0.77072120
4561,04561.png,3,0.94147933
4562,04562.png,27,0.88777339
4563,04563.png,13,0.91390723
4564,04564.png,1,0.91166210
4565,04565.png,25,0.92131722
4566,04566.png,25,0.93978947
4567,04567.png,8,0.92896664
4568,04568.png,10,0.90233368
4569,04569.png,25,0.93334872
4570,04570.png,0,0.94842708
4571,04571.png,31,0.94195634
4572,04572.png,9,0.94513094
4573,04573.png,2,0.86495727
4574,04574.png,2,0.92174309
4575,04575.png,8,0.83839506
4576,04576.png,4,0.91039145
4577,04577.png,13,0.90309441
4578,04578.png,7,0.92074275
4579,04579.png,31,0.39970776
4580,04580.png,5,0.91882372
4581,04581.png,15,0.91626024
4582,04582.png,12,0.93566602
4583,04583.png,17,0.93707025
4584,04584.png,1,0.90668404
4585,04585.png,27,0.92367768
4586,04586.png,7,0.93522298
4587,04587.png,24,0.94362760
4588,04588.png,5,0.53286964
4589,04589.png,3,0.90990311
4590,04590.png,10,0.92837459
4591,04591.png,26,0.95228803
4592,04592.png,38,0.91985524
4593,04593.png,10,0.93801606
4594,04594.png,12,0.90102690
4595,04595.png,2,0.85724264
4596,04596.png,10,0.89727777
4597,04597.png,3,0.89867240
4598,04598.png,5,0.86660528
4599,04599.png,1,0.88320911
4600,04600.png,12,0.91315597
4601,04601.png,35,0.29235199
4602,04602.png,29,0.95429814
4603,04603.png,34,0.94261593
4604,04604.png,1,0.90754712
4605,04605.png,0,0.88115758
4606,04606.png,4,0.90686029
4607,04607.png,35,0.93525344
4608,04608.png,4,0.94196814
4609,04609.png,5,0.90258008
4610,04610.png,13,0.94930130
4611,04611.png,33,0.94556308
4612,04612.png,37,0.98018783
4613,04613.png,37,0.98655409
4614,04614.png,38,0.84176624
4615,04615.png,33,0.93784875
4616,04616.png,38,0.92602646
4617,04617.png,21,0.90946531
4618,04618.png,31,0.93620443
4619,04619.png,11,0.94241804
4620,04620.png,19,0.98065329
4621,04621.png,38,0.90423286
4622,04622.png,4,0.91886199
4623,04623.png,12,0.90343964
4624,04624.png,8,0.93582553
4625,04625.png,24,0.74949920
4626,04626.png,12,0.92547828
4627,04627.png,2,0.89874679
4628,04628.png,13,0.92308348
4629,04629.png,7,0.94033360
4630,04630.png,7,0.92600089
4631,04631.png,1,0.88699371
4632,04632.png,9,0.91015065
4633,04633.png,38,0.91073310
4634,04634.png,26,0.95778579
4635,04635.png,20,0.84705502
4636,04636.png,33,0.95737678
4637,04637.png,35,0.93913108
4638,04638.png,25,0.93502921
4639,04640.png,8,0.93917197
4640,04641.png,2,0.89468443
4641,04643.png,19,0.98652089
4642,04644.png,5,0.92417419
4643,04645.png,39,0.99275333
4644,04646.png,2,0.87232864
4645,04647.png,4,0.91293967
4646,04648.png,35,0.93651682
4647,04649.png,12,0.90263969
4648,04650.png,4,0.95620525
4649,04651.png,10,0.92012030
4650,04652.png,25,0.92907047
4651,04653.png,8,0.94450808
4652,04654.png,4,0.93099546
4653,04655.png,4,0.91999334
4654,04656.png,38,0.91181445
4655,04657.png,1,0.90905160
4656,04658.png,37,0.93829489
4657,04659.png,5,0.85742301
4658,04660.png,10,0.88926917
4659,04661.png,1,0.91414136
4660,04662.png,6,0.97588581
4661,04663.png,6,0.95184922
4662,04664.png,38,0.91888475
4663,04665.png,12,0.91426229
4664,04666.png,33,0.91862601
4665,04667.png,34,0.57364196
4666,04668.png,1,0.88276458
4667,04669.png,10,0.93511081
4668,04670.png,4,0.93082482
4669,04671.png,25,0.91858637
4670,04672.png,18,0.95910239
4671,04673.png,4,0.90930808
4672,04674.png,9,0.90698546
4673,04675.png,39,0.98939031
4674,04676.png,10,0.90707403
4675,04677.png,7,0.89962053
4676,04678.png,6,0.96628833
4677,04679.png,7,0.86395878
4678,04680.png,1,0.90211803
4679,04681.png,10,0.90164262
4680,04682.png,12,0.91142529
4681,04683.png,13,0.91099584
4682,04684.png,2,0.89851069
4683,04685.png,2,0.88364404
4684,04686.png,22,0.97173810
4685,04687.png,6,0.91639829
4686,04688.png,10,0.90167856
4687,04689.png,11,0.88412565
4688,04690.png,12,0.92619324
4689,04691.png,21,0.96152550
4690,04692.png,11,0.93852764
4691,04693.png,38,0.91194540
4692,04694.png,5,0.93027604
4693,04695.png,4,0.92651564
4694,04696.png,31,0.92986161
4695,04697.png,27,0.96316838
4696,04698.png,26,0.96493983
4697,04699.png,26,0.98383594
4698,04700.png,33,0.94329286
4699,04701.png,4,0.91846371
4700,04702.png,25,0.93251890
4701,04703.png,7,0.93702388
4702,04704.png,1,0.94290882
4703,04705.png,2,0.87983537
4704,04706.png,39,0.99281788
4705,04707.png,38,0.90744925
4706,04708.png,38,0.91212755
4707,04709.png,40,0.89704454
4708,04710.png,38,0.90327877
4709,04711.png,3,0.89254969
4710,04712.png,5,0.90794241
4711,04713.png,13,0.92465115
4712,04714.png,11,0.93092191
4713,04715.png,16,0.99084795
4714,04716.png,7,0.94243097
4715,04717.png,36,0.96666312
4716,04718.png,22,0.97679400
4717,04719.png,14,0.95945215
4718,04720.png,7,0.93684065
4719,04721.png,3,0.94911849
4720,04722.png,4,0.91002405
4721,04723.png,4,0.95358670
4722,04724.png,25,0.92712742
4723,04725.png,26,0.97490829
4724,04726.png,0,0.93788838
4725,04727.png,18,0.94301605
4726,04728.png,5,0.91171145
4727,04729.png,9,0.92492068
4728,04730.png,3,0.89893883
4729,04731.png,21,0.96010244
4730,04732.png,19,0.99362212
4731,04733.png,12,0.91501284
4732,04734.png,1,0.57401025
4733,04735.png,1,0.91589987
4734,04736.png,7,0.91872036
4735,04737.png,14,0.94332021
4736,04738.png,7,0.93967056
4737,04739.png,7,0.95505422
4738,04740.png,13,0.91879356
4739,04741.png,4,0.92551470
4740,04742.png,13,0.91669929
4741,04743.png,18,0.96597809
4742,04744.png,4,0.90419590
4743,04745.png,38,0.91390085
4744,04746.png,12,0.89286464
4745,04747.png,12,0.90907317
4746,04748.png,13,0.92018104
4747,04749.png,2,0.90251654
4748,04750.png,17,0.92755932
4749,04751.png,17,0.94855344
4750,04752.png,1,0.90057880
4751,04753.png,26,0.98009765
4752,04754.png,19,0.99296039
4753,04755.png,7,0.94456267
4754,04756.png,31,0.36658311
4755,04757.png,14,0.94515616
4756,04758.png,4,0.92372119
4757,04759.png,1,0.90774781
4758,04760.png,7,0.92840171
4759,04761.png,8,0.94202548
4760,04762.png,20,0.96476114
4761,04763.png,10,0.92045861
4762,04764.png,16,0.98428577
4763,04766.png,5,0.92470586
4764,04767.png,17,0.82278758
4765,04768.png,25,0.90325773
4766,04769.png,12,0.90589815
4767,04770.png,38,0.89179140
4768,04771.png,3,0.91926497
4769,04773.png,13,0.92176694
4770,04774.png,31,0.94342089
4771,04775.png,36,0.98304719
4772,04776.png,13,0.93828064
4773,04777.png,15,0.93804467
4774,04778.png,38,0.92490876
4775,04779.png,25,0.94212919
4776,04780.png,18,0.95536202
4777,04781.png,4,0.90950507
4778,04782.png,11,0.93955541
4779,04783.png,25,0.66768193
4780,04784.png,2,0.89493138
4781,04785.png,38,0.87707585
4782,04786.png,29,0.61468589
4783,04787.png,8,0.92396539
4784,04788.png,10,0.90524828
4785,04789.png,7,0.94051695
4786,04790.png,15,0.92346448
4787,04791.png,31,0.93776518
4788,04792.png,4,0.92499298
4789,04793.png,39,0.99126351
4790,04794.png,25,0.72711819
4791,04795.png,0,0.92150235
4792,04796.png,25,0.89263338
4793,04797.png,17,0.94672060
4794,04798.png,38,0.89563149
4795,04799.png,16,0.98088557
4796,04800.png,10,0.89794034
4797,04801.png,1,0.91186857
4798,04802.png,7,0.93209726
4799,04803.png,2,0.54146719
4800,04804.png,17,0.94835031
4801,04805.png,10,0.88851464
4802,04806.png,9,0.93764061
4803,04807.png,25,0.91857803
4804,04808.png,4,0.92251116
4805,04809.png,17,0.94620842
4806,04810.png,13,0.91900158
4807,04811.png,18,0.89124715
4808,04812.png,5,0.44286197
4809,04813.png,5,0.90920371
4810,04814.png,5,0.91220570
4811,04815.png,10,0.91404814
4812,04816.png,25,0.91147751
4813,04817.png,7,0.91587520
4814,04818.png,10,0.92823046
4815,04819.png,11,0.93413669
4816,04820.png,11,0.70782709
4817,04821.png,42,0.97472262
4818,04822.png,13,0.90945554
4819,04823.png,2,0.87772202
4820,04824.png,4,0.91654092
4821,04825.png,4,0.88074833
4822,04826.png,2,0.86413759
4823,04827.png,22,0.97023004
4824,04828.png,35,0.86907244
4825,04829.png,17,0.93733913
4826,04830.png,4,0.89590943
4827,04831.png,7,0.94698459
4828,04832.png,8,0.91859442
4829,04834.png,7,0.91635174
4830,04835.png,10,0.90607977
4831,04836.png,5,0.94425219
4832,04837.png,10,0.91375387
4833,04838.png,10,0.90831304
4834,04839.png,4,0.92797530
4835,04840.png,5,0.91874003
4836,04841.png,7,0.93784910
4837,04842.png,11,0.95112050
4838,04843.png,3,0.89785981
4839,04844.png,12,0.92799902
4840,04845.png,38,0.90510136
4841,04846.png,13,0.90972805
4842,04847.png,9,0.79293168
4843,04848.png,11,0.94366574
4844,04849.png,29,0.97504401
4845,04850.png,7,0.89228523
4846,04851.png,3,0.90530306
4847,04852.png,2,0.92152917
4848,04853.png,12,0.87793267
4849,04854.png,22,0.94412786
4850,04855.png,10,0.91159534
4851,04856.png,13,0.91807580
4852,04857.png,38,0.90885019
4853,04858.png,7,0.92095852
4854,04859.png,14,0.95817977
4855,04860.png,33,0.94501680
4856,04861.png,3,0.90600157
4857,04862.png,4,0.93771404
4858,04863.png,15,0.91324258
4859,04864.png,1,0.88108099
4860,04865.png,9,0.93485206
4861,04866.png,9,0.91635770
4862,04867.png,11,0.92794061
4863,04868.png,32,0.97702366
4864,04869.png,39,0.99032438
4865,04870.png,38,0.90943503
4866,04871.png,12,0.94402045
4867,04872.png,4,0.93057996
4868,04873.png,3,0.90646976
4869,04874.png,1,0.89708424
4870,04875.png,14,0.94680083
4871,04876.png,15,0.90372252
4872,04877.png,38,0.89140737
4873,04878.png,33,0.93583786
4874,04879.png,27,0.93747300
4875,04880.png,18,0.93389124
4876,04881.png,10,0.88918990
4877,04882.png,13,0.91872019
4878,04883.png,18,0.72846586
4879,04884.png,2,0.91235900
4880,04885.png,31,0.91855127
4881,04886.png,31,0.33225161
4882,04887.png,11,0.39799514
4883,04888.png,1,0.92698604
4884,04889.png,19,0.99503028
4885,04890.png,1,0.90696442
4886,04891.png,38,0.91280079
4887,04892.png,18,0.94385058
4888,04893.png,24,0.98537076
4889,04894.png,3,0.91123599
4890,04895.png,11,0.92904824
4891,04896.png,1,0.91493559
4892,04897.png,4,0.93904221
4893,04898.png,40,0.74152857
4894,04899.png,7,0.93051988
4895,04900.png,25,0.90881717
4896,04901.png,31,0.95375198
4897,04902.png,29,0.97075552
4898,04903.png,7,0.95685291
4899,04904.png,35,0.94386292
4900,04905.png,10,0.91079926
4901,04906.png,5,0.92056113
4902,04907.png,12,0.91714197
4903,04909.png,8,0.94009334
4904,04910.png,13,0.91209662
4905,04911.png,17,0.95681548
4906,04912.png,10,0.91638082
4907,04913.png,14,0.94040543
4908,04914.png,23,0.91759652
4909,04915.png,8,0.93046129
4910,04916.png,17,0.95291996
4911,04917.png,9,0.83264393
4912,04918.png,25,0.93173802
4913,04919.png,1,0.92088747
4914,04920.png,1,0.90814441
4915,04921.png,38,0.90153837
4916,04922.png,12,0.95734948
4917,04923.png,31,0.93344885
4918,04924.png,10,0.87830073
4919,04925.png,31,0.92779821
4920,04926.png,5,0.93917018
4921,04927.png,10,0.90666717
4922,04928.png,2,0.83772963
4923,04929.png,34,0.94550526
4924,04930.png,35,0.94495016
4925,04931.png,11,0.90292698
4926,04932.png,42,0.96100086
4927,04933.png,39,0.98969847
4928,04934.png,8,0.94432563
4929,04935.png,2,0.45473146
4930,04936.png,38,0.90573609
4931,04937.png,7,0.91970891
4932,04938.png,10,0.87910610
4933,04939.png,2,0.89375067
4934,04940.png,9,0.89628059
4935,04941.png,13,0.92988634
4936,04942.png,10,0.91003203
4937,04943.png,14,0.95979607
4938,04944.png,25,0.88678151
4939,04945.png,19,0.99395519
4940,04946.png,5,0.90395796
4941,04947.png,8,0.93868876
4942,04948.png,31,0.94072199
4943,04949.png,13,0.89591277
4944,04950.png,9,0.90748912
4945,04951.png,40,0.93728489
4946,04954.png,18,0.92363292
4947,04955.png,9,0.88700795
4948,04956.png,2,0.88750833
4949,04957.png,17,0.92520940
4950,04958.png,25,0.94783503
4951,04959.png,2,0.90097016
4952,04960.png,7,0.92161685
4953,04961.png,25,0.92146140
4954,04962.png,5,0.88190937
4955,04963.png,12,0.92407626
4956,04964.png,14,0.95099616
4957,04965.png,11,0.93448311
4958,04966.png,39,0.99098259
4959,04967.png,7,0.91244727
4960,04968.png,10,0.90558934
4961,04969.png,13,0.89794022
4962,04970.png,9,0.94068784
4963,04971.png,15,0.94728845
4964,04972.png,7,0.94056851
4965,04973.png,10,0.92434901
4966,04974.png,13,0.92435390
4967,04975.png,35,0.93486029
4968,04976.png,4,0.92579061
4969,04977.png,32,0.98097771
4970,04978.png,23,0.69571728
4971,04979.png,38,0.91337246
4972,04980.png,40,0.90386653
4973,04981.png,35,0.94986659
4974,04982.png,2,0.91899019
4975,04983.png,12,0.78121531
4976,04984.png,2,0.89864957
4977,04986.png,1,0.92820477
4978,04987.png,25,0.92246693
4979,04988.png,1,0.88422871
4980,04989.png,35,0.93687320
4981,04990.png,2,0.88914806
4982,04991.png,39,0.99528933
4983,04992.png,2,0.91089559
4984,04993.png,3,0.51956600
4985,04994.png,4,0.93506455
4986,04995.png,26,0.98764068
4987,04996.png,12,0.89332294
4988,04997.png,4,0.93667090
4989,04998.png,3,0.89475888
4990,04999.png,35,0.94735557
4991,05001.png,14,0.93361920
4992,05002.png,18,0.95402020
4993,05003.png,1,0.91877198
4994,05004.png,5,0.92419249
4995,05005.png,13,0.91800666
4996,05006.png,1,0.90101993
4997,05007.png,2,0.89258754
4998,05008.png,35,0.95112103
4999,05009.png,9,0.91362113
5000,05010.png,29,0.98112053
5001,05011.png,1,0.90568817
5002,05012.png,38,0.90278286
5003,05013.png,18,0.94232094
5004,05014.png,3,0.92531800
5005,05015.png,3,0.91218460
5006,05016.png,4,0.91779351
5007,05017.png,17,0.94728535
5008,05018.png,12,0.90987355
5009,05021.png,33,0.95227194
5010,05022.png,42,0.85227537
5011,05023.png,25,0.93877351
5012,05024.png,13,0.89283264
5013,05025.png,9,0.92053097
5014,05026.png,18,0.94156599
5015,05027.png,6,0.97499609
5016,05028.png,2,0.92229229
5017,05029.png,3,0.91637343
5018,05030.png,13,0.91589499
5019,05031.png,11,0.94538593
5020,05032.png,38,0.91478962
5021,05033.png,18,0.92521346
5022,05034.png,3,0.92033756
5023,05035.png,12,0.90983653
5024,05036.png,32,0.97844625
5025,05037.png,13,0.92748505
5026,05038.png,2,0.88867652
5027,05039.png,35,0.95931345
5028,05040.png,13,0.91023022
5029,05041.png,5,0.90993983
5030,05042.png,10,0.86307073
5031,05043.png,27,0.97425759
5032,05044.png,35,0.94345719
5033,05045.png,17,0.93981379
5034,05046.png,1,0.92292762
5035,05047.png,29,0.97443455
5036,05048.png,35,0.94027817
5037,05049.png,2,0.88925844
5038,05050.png,25,0.92426646
5039,05051.png,14,0.94594979
5040,05052.png,8,0.92786968
5041,05053.png,2,0.92270499
5042,05054.png,14,0.94496584
5043,05055.png,38,0.87798935
5044,05056.png,8,0.93808579
5045,05057.png,27,0.70687681
5046,05058.png,9,0.91624415
5047,05059.png,10,0.90775770
5048,05060.png,3,0.92264366
5049,05061.png,13,0.88476330
5050,05062.png,38,0.92304742
5051,05063.png,36,0.97293538
5052,05064.png,11,0.92869055
